loan_amount,income,credit_score,age,status
376500,12360,535,65-74,0
346500,7140,879,65-74,0
336500,8400,603,<25,0
356500,6420,633,35-44,0
586500,10740,722,65-74,0
276500,3780,857,55-64,1
226500,4200,707,55-64,0
486500,10020,619,35-44,0
506500,10920,781,55-64,0
646500,13800,793,35-44,0
196500,,670,55-64,0
726500,15720,562,45-54,0
726500,10620,750,25-34,0
526500,8820,878,25-34,0
446500,6600,836,35-44,0
206500,2520,568,65-74,0
126500,4980,888,65-74,1
276500,3660,713,35-44,0
446500,5700,574,35-44,0
296500,4260,585,35-44,0
186500,3240,504,65-74,0
386500,9780,794,55-64,0
186500,8520,749,35-44,0
376500,8160,717,45-54,0
256500,4200,861,25-34,0
596500,11100,606,45-54,0
206500,4680,847,55-64,0
126500,1500,656,65-74,0
346500,,738,55-64,0
446500,9180,712,55-64,0
176500,3180,708,65-74,1
256500,2940,854,25-34,0
696500,8160,714,25-34,0
376500,6000,772,25-34,0
156500,3360,763,35-44,1
166500,,644,45-54,0
266500,6180,669,55-64,0
386500,7800,895,45-54,0
326500,7440,642,35-44,0
166500,2400,825,25-34,0
206500,2880,800,35-44,1
486500,6360,835,35-44,0
336500,3480,865,45-54,1
316500,6780,628,65-74,0
416500,5400,725,25-34,0
66500,3180,786,35-44,1
226500,4740,699,65-74,0
696500,13800,803,45-54,0
1426500,61320,695,35-44,0
456500,14940,715,45-54,1
336500,8880,691,35-44,0
326500,5280,698,55-64,0
206500,6240,563,35-44,0
726500,19020,531,65-74,1
206500,4560,729,45-54,0
156500,3000,678,55-64,0
546500,,621,55-64,0
386500,,739,35-44,1
216500,4980,825,45-54,0
216500,3120,806,<25,0
926500,14460,692,45-54,0
376500,4440,621,65-74,0
86500,960,889,65-74,1
216500,6000,666,45-54,0
166500,5760,554,65-74,1
226500,7380,595,55-64,0
456500,9720,770,45-54,0
166500,2160,614,45-54,1
526500,21360,538,45-54,0
206500,4020,731,55-64,0
156500,3300,601,65-74,0
326500,5700,799,55-64,1
436500,8460,899,55-64,1
276500,2040,763,65-74,0
216500,2040,549,55-64,0
446500,5160,626,25-34,0
66500,6120,679,45-54,1
96500,1500,593,<25,0
116500,2400,667,55-64,0
206500,2580,577,45-54,0
216500,5400,722,35-44,0
306500,,829,65-74,0
316500,3660,820,65-74,0
86500,3240,559,55-64,1
296500,6360,799,35-44,0
356500,10080,719,45-54,1
586500,7920,801,35-44,0
356500,6960,803,35-44,0
156500,2160,569,55-64,0
176500,,814,55-64,1
406500,11460,614,25-34,0
116500,1320,546,65-74,0
276500,2700,895,>74,0
206500,4860,708,65-74,0
546500,11340,864,35-44,0
606500,11700,654,35-44,0
436500,41580,691,55-64,0
446500,5460,682,55-64,0
226500,3840,544,45-54,1
206500,2520,827,55-64,0
486500,9960,697,45-54,0
316500,5160,667,45-54,1
416500,7980,818,25-34,0
326500,9780,834,35-44,0
76500,3600,760,25-34,0
156500,8040,750,45-54,0
186500,8340,792,55-64,0
306500,5820,553,35-44,1
516500,5220,612,25-34,0
166500,3960,856,45-54,0
86500,2460,775,45-54,1
306500,10020,767,65-74,0
176500,,775,55-64,0
276500,4380,791,55-64,0
406500,5940,620,65-74,1
306500,4980,740,>74,0
666500,8340,761,>74,0
306500,17160,618,55-64,0
236500,5400,695,45-54,0
376500,10500,546,45-54,0
276500,3360,875,55-64,0
726500,21060,768,35-44,0
496500,5760,899,45-54,1
156500,2280,653,35-44,1
446500,3960,883,65-74,0
646500,9840,716,35-44,0
616500,8100,540,55-64,0
526500,8340,500,55-64,0
306500,3480,876,55-64,0
186500,4800,888,35-44,0
216500,3240,777,35-44,0
366500,5220,516,25-34,0
266500,7200,598,35-44,0
366500,5280,586,45-54,0
586500,6420,606,35-44,0
336500,5640,855,35-44,0
286500,2760,787,45-54,0
406500,4200,657,45-54,1
56500,2400,693,65-74,0
366500,4080,839,55-64,0
466500,8520,771,35-44,0
266500,6900,820,45-54,0
536500,7080,849,>74,0
486500,9300,723,55-64,1
196500,2580,623,55-64,0
306500,11040,565,35-44,0
716500,11880,689,35-44,0
406500,20640,702,45-54,0
216500,2640,812,45-54,0
276500,4200,632,25-34,0
406500,12120,781,45-54,0
166500,2580,637,55-64,0
146500,4980,806,35-44,0
226500,8760,882,25-34,1
446500,13380,769,55-64,0
396500,4740,759,>74,0
266500,8460,532,45-54,0
236500,4200,840,35-44,1
206500,,515,55-64,0
346500,9000,619,35-44,0
136500,4500,775,25-34,0
386500,4800,548,65-74,0
216500,5040,876,35-44,0
586500,7620,634,55-64,0
196500,,791,55-64,1
186500,3300,585,35-44,0
206500,5400,609,35-44,0
226500,2700,548,45-54,0
156500,2940,685,35-44,0
206500,5040,797,55-64,0
446500,8880,784,25-34,1
286500,4440,783,65-74,0
356500,3360,891,35-44,0
286500,5220,618,65-74,0
306500,4680,733,35-44,0
126500,2700,707,65-74,0
256500,4140,561,55-64,1
276500,7080,611,45-54,1
206500,11580,526,65-74,0
166500,3840,605,<25,0
326500,3420,608,55-64,0
216500,0,547,45-54,1
346500,4980,854,65-74,0
536500,11400,605,25-34,0
56500,4200,675,55-64,1
566500,,795,25-34,0
256500,4020,633,45-54,1
186500,3660,576,65-74,0
1266500,15300,672,45-54,0
706500,15180,774,45-54,1
176500,3300,749,55-64,0
476500,7320,555,65-74,0
156500,3060,731,35-44,0
216500,3780,589,45-54,0
726500,21660,582,35-44,0
176500,5520,879,55-64,0
86500,3240,725,55-64,0
726500,11760,544,35-44,1
276500,6120,891,65-74,0
356500,4920,782,55-64,0
406500,5220,836,35-44,0
376500,7200,547,35-44,1
106500,480,818,55-64,1
626500,10680,594,45-54,0
346500,5220,872,55-64,0
586500,16860,609,45-54,0
726500,11520,727,45-54,0
686500,22140,708,45-54,0
176500,3060,517,25-34,0
156500,3900,540,45-54,0
466500,5580,724,65-74,0
706500,13200,669,25-34,0
76500,2880,601,55-64,1
146500,2400,581,55-64,0
326500,6600,685,65-74,0
156500,5400,679,45-54,0
226500,2520,559,65-74,0
496500,8940,872,35-44,1
396500,4500,783,45-54,1
276500,9540,808,35-44,0
576500,7440,708,>74,0
496500,13380,700,55-64,0
526500,21540,569,45-54,0
356500,3840,571,35-44,0
476500,5100,855,25-34,1
466500,6300,624,35-44,1
376500,4200,892,35-44,1
126500,2640,766,<25,1
326500,6720,608,55-64,0
466500,8700,606,45-54,0
336500,6360,575,55-64,0
196500,,733,25-34,0
106500,1680,646,55-64,1
396500,11760,845,55-64,0
176500,,640,65-74,0
286500,5100,854,45-54,0
156500,4500,585,>74,0
466500,10020,585,35-44,0
266500,3960,504,55-64,0
566500,0,501,35-44,1
846500,9360,794,45-54,0
86500,1620,533,>74,0
366500,10440,507,55-64,1
96500,3000,655,45-54,1
206500,4980,505,>74,0
236500,4080,691,65-74,0
516500,10740,804,35-44,0
666500,12120,896,35-44,0
286500,8460,817,45-54,0
436500,6720,868,25-34,1
86500,4260,798,65-74,0
126500,1140,898,65-74,0
586500,6060,557,35-44,0
116500,4140,872,65-74,0
186500,2640,852,55-64,0
296500,,835,55-64,1
156500,1980,636,>74,0
376500,8160,765,65-74,0
486500,7860,836,35-44,0
266500,3000,773,35-44,1
576500,,606,35-44,0
396500,5580,558,45-54,0
476500,7440,855,<25,0
296500,6960,634,35-44,0
256500,7440,578,65-74,0
206500,2460,541,55-64,1
406500,4020,886,45-54,0
666500,11820,817,55-64,0
356500,4800,773,65-74,0
146500,2100,548,>74,0
386500,6420,780,55-64,0
366500,5460,666,65-74,1
486500,11040,806,45-54,0
286500,3660,654,25-34,1
426500,9420,682,45-54,0
156500,4920,690,65-74,1
366500,9300,520,45-54,0
296500,3780,656,25-34,1
446500,10800,579,45-54,0
216500,1800,755,65-74,0
296500,16500,808,45-54,0
166500,5100,537,35-44,0
216500,1560,589,65-74,0
166500,3000,563,55-64,1
196500,2100,652,25-34,0
266500,7200,808,45-54,1
206500,6420,685,65-74,1
56500,3120,709,65-74,0
466500,5040,897,35-44,0
506500,11520,721,55-64,0
156500,6540,586,65-74,1
436500,9300,672,55-64,0
286500,3300,766,55-64,1
116500,2520,719,35-44,0
446500,7200,755,65-74,0
326500,7500,826,45-54,0
346500,6060,715,65-74,0
516500,6720,697,35-44,0
476500,4320,548,35-44,1
306500,3600,743,65-74,1
476500,5520,772,45-54,0
116500,2340,736,<25,1
276500,4920,698,55-64,0
76500,4980,900,55-64,0
186500,12540,772,55-64,0
206500,3480,742,55-64,0
246500,2280,900,65-74,0
226500,7860,834,35-44,1
346500,6960,798,35-44,1
356500,,758,35-44,0
226500,2940,523,25-34,0
406500,,821,45-54,0
256500,16500,691,65-74,0
516500,6060,721,35-44,0
556500,12660,720,55-64,0
246500,3780,545,65-74,0
216500,2940,794,45-54,1
476500,8760,889,65-74,0
136500,5580,519,55-64,0
226500,,554,,1
416500,5580,844,25-34,0
296500,7200,620,65-74,0
376500,4320,708,35-44,0
386500,6180,838,45-54,0
836500,11400,741,35-44,1
766500,9960,576,45-54,0
226500,4260,640,25-34,0
156500,1680,845,65-74,0
596500,15060,602,45-54,0
96500,2400,721,>74,1
306500,,898,65-74,0
366500,7500,831,25-34,0
526500,,668,45-54,0
296500,3960,543,45-54,0
286500,4800,896,35-44,0
136500,2640,830,45-54,1
386500,5040,660,25-34,0
156500,2520,689,45-54,0
236500,2520,797,<25,1
436500,5700,760,35-44,0
546500,9300,791,55-64,0
396500,9660,596,55-64,1
306500,4020,696,35-44,0
486500,10920,870,45-54,0
396500,12060,587,35-44,0
176500,3660,854,35-44,1
296500,2940,819,45-54,1
226500,3540,529,45-54,0
576500,20400,654,35-44,0
136500,6660,541,65-74,0
186500,0,593,65-74,1
376500,11100,786,35-44,0
286500,2820,567,25-34,0
486500,16980,568,55-64,0
156500,3720,811,25-34,0
436500,6840,629,35-44,0
486500,6900,682,65-74,1
96500,2280,605,55-64,0
356500,,870,45-54,0
266500,9720,505,35-44,0
466500,11280,888,35-44,0
496500,12660,603,45-54,1
486500,14700,680,35-44,0
146500,,580,35-44,0
26500,420,817,55-64,1
286500,8400,639,35-44,0
406500,8940,711,55-64,0
306500,17100,696,45-54,0
356500,,770,>74,0
136500,1680,541,>74,0
146500,2580,627,55-64,1
316500,2940,801,25-34,0
316500,5520,827,25-34,0
276500,5640,772,35-44,0
1256500,11460,879,45-54,1
306500,5880,885,55-64,0
416500,12300,895,35-44,0
86500,1080,842,45-54,0
316500,14940,814,45-54,1
226500,12540,698,45-54,0
456500,5820,537,55-64,0
136500,2040,818,>74,1
346500,5520,682,35-44,0
566500,9120,801,35-44,0
766500,8100,767,55-64,1
216500,5340,881,55-64,0
316500,6540,884,25-34,0
216500,9480,539,35-44,1
156500,2220,721,35-44,1
246500,6420,593,45-54,0
486500,7680,598,35-44,0
356500,,787,35-44,0
96500,5940,871,65-74,1
226500,7980,900,25-34,1
556500,,602,35-44,0
156500,3600,631,>74,0
186500,5820,740,45-54,1
456500,9000,805,35-44,0
296500,3480,777,45-54,0
126500,2340,560,45-54,1
206500,4380,797,35-44,1
356500,8580,520,25-34,0
366500,5580,747,45-54,1
256500,4560,670,55-64,1
216500,4980,886,25-34,1
76500,1620,846,25-34,0
716500,8760,852,35-44,0
186500,11280,697,45-54,0
676500,14760,624,35-44,0
266500,4920,720,35-44,0
466500,6780,715,35-44,0
186500,3540,835,55-64,0
146500,2640,817,65-74,0
236500,7260,633,45-54,0
156500,5820,550,45-54,0
116500,2400,820,35-44,1
76500,3420,580,65-74,0
166500,3720,696,>74,1
406500,7920,848,35-44,1
236500,6840,633,25-34,0
426500,,775,55-64,0
456500,6060,637,55-64,0
196500,5460,782,35-44,0
366500,36000,537,25-34,0
256500,,645,25-34,0
256500,6720,890,25-34,0
136500,2340,687,55-64,1
576500,22140,649,35-44,0
296500,6720,822,45-54,0
586500,,515,45-54,0
266500,3420,827,35-44,0
126500,1620,784,35-44,0
146500,2700,708,55-64,0
326500,0,725,55-64,1
526500,7020,744,45-54,0
436500,4500,734,35-44,1
176500,8340,668,45-54,0
266500,3840,610,65-74,0
166500,6000,524,35-44,0
386500,4740,683,55-64,0
576500,8400,634,55-64,0
126500,6420,783,45-54,0
436500,9900,551,45-54,0
666500,,639,55-64,0
466500,9300,604,<25,1
206500,8160,719,45-54,0
606500,6420,571,25-34,0
216500,2880,785,55-64,0
416500,10260,767,35-44,0
196500,,513,55-64,0
406500,4920,667,65-74,1
266500,8760,740,35-44,0
166500,5520,864,>74,0
226500,5520,589,55-64,1
346500,4980,838,>74,0
196500,5340,868,35-44,0
106500,2520,882,55-64,0
586500,9240,550,45-54,0
326500,4440,562,25-34,0
106500,4020,583,55-64,0
306500,5340,639,35-44,0
396500,7140,579,>74,0
166500,11820,836,35-44,1
286500,2520,823,65-74,0
176500,5160,757,55-64,1
226500,7500,849,65-74,1
486500,5880,718,25-34,0
356500,4200,818,55-64,1
436500,7260,610,55-64,0
336500,4080,508,55-64,0
166500,3960,717,>74,0
726500,21000,536,45-54,0
326500,10860,595,45-54,0
166500,2100,737,65-74,1
256500,4860,555,35-44,0
76500,180,881,45-54,1
266500,10020,654,55-64,0
326500,10800,818,35-44,1
726500,14520,611,55-64,0
386500,4800,892,55-64,0
456500,11040,537,35-44,0
126500,4680,701,35-44,1
476500,15420,611,45-54,0
86500,1080,838,45-54,1
696500,16860,581,35-44,0
446500,7680,622,55-64,0
316500,,759,45-54,0
336500,7920,833,45-54,0
326500,,786,35-44,0
406500,5100,872,55-64,0
466500,16080,680,35-44,0
696500,9660,505,35-44,0
136500,10560,882,35-44,0
126500,3000,786,25-34,0
106500,3900,798,45-54,0
136500,5160,623,55-64,0
316500,3960,883,65-74,1
346500,11340,883,35-44,0
726500,15900,703,35-44,0
256500,4200,556,25-34,0
206500,4080,526,65-74,1
176500,1920,762,35-44,0
246500,7620,510,55-64,0
666500,9600,727,55-64,1
316500,7200,708,55-64,1
296500,5520,509,65-74,1
256500,5100,755,35-44,1
206500,4560,679,25-34,0
156500,4320,528,45-54,0
356500,,698,55-64,0
2406500,27840,710,55-64,1
416500,7740,799,65-74,0
236500,5340,727,35-44,0
376500,7500,649,55-64,0
316500,4320,708,55-64,0
376500,28260,893,55-64,0
346500,4380,837,55-64,0
126500,3840,604,35-44,0
476500,7200,891,25-34,0
286500,4320,525,45-54,0
396500,7200,546,25-34,0
196500,4200,798,>74,1
176500,2400,799,55-64,1
346500,0,814,35-44,1
126500,6420,705,25-34,0
336500,6180,577,45-54,0
396500,14880,876,55-64,0
276500,5040,547,45-54,0
206500,3240,773,35-44,1
126500,3780,847,55-64,0
426500,8640,586,55-64,0
716500,9840,543,55-64,0
266500,4260,787,45-54,0
236500,6000,660,35-44,1
426500,7500,586,55-64,1
386500,9060,744,55-64,0
556500,7140,588,35-44,0
386500,6300,709,35-44,0
166500,,595,,1
156500,3540,725,35-44,0
326500,9900,736,55-64,0
236500,3180,736,35-44,0
256500,4140,647,45-54,0
186500,6120,657,65-74,0
196500,2760,505,65-74,0
436500,5700,572,65-74,0
636500,12000,895,45-54,0
336500,7620,554,25-34,1
246500,11880,772,65-74,0
236500,4740,862,65-74,0
466500,8220,857,45-54,0
86500,2160,853,55-64,0
376500,,511,55-64,0
156500,2400,663,65-74,0
416500,8400,862,25-34,0
456500,5280,876,35-44,0
326500,6060,529,55-64,0
706500,27600,872,45-54,1
416500,,822,45-54,0
226500,3480,538,55-64,1
626500,8040,753,45-54,1
196500,5100,754,25-34,0
416500,15900,513,45-54,0
276500,4320,751,35-44,0
196500,7860,650,>74,0
106500,1680,830,25-34,0
86500,1740,735,45-54,1
336500,4680,573,25-34,0
156500,2520,562,55-64,0
456500,29580,534,35-44,0
226500,4200,673,35-44,0
656500,7500,609,55-64,0
136500,2940,674,55-64,0
336500,3720,898,<25,1
126500,2340,640,35-44,0
386500,3840,806,45-54,0
596500,10260,827,45-54,0
256500,3960,529,>74,1
326500,5880,679,45-54,0
256500,8640,841,35-44,0
156500,7860,634,55-64,0
136500,6120,813,45-54,0
646500,10860,727,35-44,0
156500,3300,523,45-54,0
426500,6720,749,35-44,0
356500,3360,553,65-74,1
326500,8820,763,65-74,0
206500,7020,572,65-74,0
556500,5700,710,25-34,0
976500,14100,839,35-44,0
256500,4920,742,55-64,0
246500,6540,638,55-64,0
246500,3300,702,55-64,1
276500,,793,55-64,0
406500,4140,532,45-54,0
76500,2880,831,35-44,0
266500,6600,590,35-44,1
256500,4140,704,25-34,0
86500,2160,578,>74,0
276500,2280,570,25-34,1
346500,4980,791,>74,1
166500,2460,534,25-34,0
576500,6900,630,65-74,0
156500,2220,644,25-34,0
126500,1680,598,65-74,0
786500,19020,698,35-44,0
286500,4800,506,55-64,0
156500,14640,716,65-74,1
276500,4920,629,45-54,0
686500,,709,55-64,1
546500,,538,35-44,0
296500,6060,728,45-54,1
186500,2220,827,35-44,1
246500,12300,871,45-54,0
406500,7800,804,55-64,0
726500,12720,533,35-44,1
166500,4320,536,>74,0
376500,7680,773,55-64,0
256500,5160,775,55-64,0
316500,4740,839,45-54,0
176500,2760,819,25-34,0
436500,6900,746,25-34,1
266500,7680,537,45-54,0
296500,6060,787,65-74,1
446500,9060,659,35-44,0
136500,2220,810,55-64,0
406500,6240,599,45-54,1
146500,2220,716,45-54,0
316500,3840,528,25-34,0
286500,5460,634,25-34,1
776500,13920,880,25-34,1
356500,7800,762,45-54,0
296500,10140,894,45-54,0
516500,11460,812,55-64,1
266500,38880,503,45-54,1
56500,1980,546,65-74,0
286500,6720,744,55-64,0
226500,3960,601,45-54,0
236500,9240,858,55-64,0
206500,3180,544,55-64,1
536500,10260,601,55-64,1
146500,8940,856,35-44,0
296500,7800,845,55-64,0
506500,4560,865,25-34,1
616500,12780,822,45-54,0
186500,4380,812,65-74,0
586500,8460,868,45-54,0
306500,10020,871,45-54,1
316500,,591,45-54,0
116500,4740,514,55-64,0
236500,13020,568,25-34,0
426500,7980,827,25-34,0
166500,2640,674,55-64,1
276500,5640,779,55-64,0
496500,5520,728,45-54,0
586500,9420,737,35-44,0
596500,13140,789,55-64,1
436500,7800,878,35-44,0
436500,3060,761,65-74,1
326500,3420,533,55-64,0
376500,7800,741,>74,1
156500,2220,796,35-44,0
486500,27000,779,35-44,0
86500,4740,531,65-74,1
96500,1560,740,65-74,0
136500,4620,646,55-64,0
576500,9060,622,45-54,0
416500,6060,522,35-44,0
286500,4500,646,45-54,1
406500,,747,55-64,0
406500,9960,796,35-44,0
356500,17460,671,65-74,0
356500,,624,>74,0
186500,,872,>74,0
466500,6360,526,55-64,0
216500,,861,45-54,0
486500,8100,679,35-44,0
336500,0,816,45-54,1
206500,3660,656,65-74,0
616500,12240,528,45-54,0
636500,5700,866,35-44,0
446500,8460,579,35-44,0
156500,4980,679,55-64,1
376500,3240,552,45-54,0
236500,5280,888,>74,0
306500,17040,716,35-44,0
336500,4380,650,25-34,0
296500,3300,664,45-54,0
326500,5280,538,65-74,1
326500,3360,889,65-74,1
166500,1380,832,65-74,1
396500,6120,838,65-74,0
486500,19020,805,45-54,1
356500,5460,731,65-74,1
166500,2040,698,25-34,0
236500,3780,622,35-44,0
486500,7020,773,45-54,1
316500,3120,530,65-74,0
226500,9420,759,65-74,0
156500,5280,786,45-54,0
536500,6360,801,25-34,0
276500,5940,736,25-34,1
136500,2820,720,65-74,0
456500,12120,802,25-34,1
186500,2160,680,35-44,0
136500,2400,683,45-54,0
196500,2880,749,65-74,1
166500,2280,540,65-74,0
546500,7140,511,55-64,0
426500,4320,560,35-44,1
456500,6120,867,25-34,1
316500,,760,45-54,0
396500,5040,661,35-44,1
296500,7920,566,55-64,1
236500,2580,771,25-34,0
396500,1500,781,35-44,1
586500,9900,528,35-44,0
156500,2280,730,25-34,0
256500,3660,703,65-74,0
356500,5820,515,45-54,1
386500,8940,650,45-54,0
306500,4320,709,55-64,0
126500,1380,648,45-54,0
386500,7620,731,25-34,0
336500,7200,722,25-34,0
386500,8400,846,35-44,0
66500,1500,569,>74,0
306500,4380,586,35-44,0
346500,6840,773,45-54,1
256500,3120,578,<25,1
486500,6120,527,45-54,1
246500,,604,45-54,0
206500,2580,724,35-44,0
416500,,712,25-34,0
196500,2580,651,55-64,1
146500,3120,626,45-54,0
266500,5880,635,55-64,1
456500,6300,589,65-74,0
546500,5820,548,25-34,0
476500,7200,566,55-64,0
306500,4800,578,55-64,1
286500,5580,812,45-54,0
526500,6600,688,65-74,1
276500,5460,836,55-64,1
336500,9000,579,45-54,1
246500,3480,584,65-74,0
196500,5100,838,55-64,1
236500,2100,518,25-34,1
726500,12360,857,25-34,1
236500,3780,576,65-74,0
176500,2700,508,65-74,0
206500,3780,770,55-64,0
456500,13320,704,35-44,0
396500,4320,890,55-64,0
186500,3600,799,25-34,0
216500,3840,803,45-54,0
86500,4080,726,55-64,0
126500,1560,785,55-64,1
186500,1860,569,55-64,1
156500,2100,779,65-74,1
386500,6180,519,35-44,1
486500,7260,665,25-34,0
336500,5220,616,45-54,0
106500,4800,530,65-74,0
266500,5880,739,65-74,0
706500,13560,531,35-44,0
356500,5700,577,45-54,0
286500,6000,543,65-74,0
536500,9060,537,55-64,0
566500,5160,894,55-64,0
136500,3600,509,25-34,1
326500,11160,817,45-54,0
716500,20580,891,55-64,0
486500,5340,838,55-64,1
196500,3600,624,45-54,1
196500,3480,584,25-34,0
336500,3420,513,45-54,1
486500,10500,693,35-44,0
226500,7740,588,55-64,0
676500,11820,755,55-64,0
406500,3780,589,45-54,1
66500,10200,829,35-44,1
426500,5820,790,25-34,0
686500,130140,534,65-74,0
86500,8760,615,35-44,0
516500,11400,640,55-64,0
446500,8400,549,35-44,1
356500,11880,840,45-54,0
246500,2460,758,55-64,0
66500,,678,>74,0
436500,6660,724,45-54,1
446500,6600,844,45-54,0
176500,6360,856,65-74,0
436500,4620,705,55-64,0
336500,7680,804,45-54,1
166500,3060,606,55-64,0
296500,4440,884,25-34,0
366500,9780,830,35-44,0
246500,0,753,65-74,1
396500,9180,753,55-64,0
356500,4500,883,35-44,0
466500,7020,692,45-54,0
376500,14700,565,55-64,1
446500,6300,769,55-64,0
196500,2760,750,65-74,0
146500,2640,742,65-74,0
116500,3360,829,65-74,0
196500,5400,772,45-54,0
156500,2280,540,55-64,0
346500,8160,554,55-64,1
276500,3000,840,45-54,0
326500,7320,822,25-34,0
706500,42180,552,65-74,0
266500,6060,699,55-64,0
256500,12360,562,45-54,0
206500,3300,766,45-54,0
296500,5220,766,35-44,0
196500,4560,589,25-34,0
126500,9420,564,55-64,0
486500,4260,597,55-64,0
706500,9600,840,35-44,0
166500,37560,712,65-74,1
436500,5820,808,35-44,0
256500,3660,887,35-44,0
256500,0,869,25-34,1
216500,3240,562,45-54,1
126500,2760,628,35-44,0
376500,8340,541,65-74,0
196500,6960,886,55-64,0
396500,4920,669,25-34,0
276500,10920,657,45-54,0
516500,5880,721,45-54,1
726500,12600,540,65-74,0
556500,7680,598,25-34,0
446500,8640,881,35-44,0
266500,9300,659,55-64,1
276500,3420,608,65-74,0
86500,2040,880,35-44,0
76500,2640,871,45-54,1
506500,6540,602,35-44,0
536500,8820,523,55-64,0
236500,,728,55-64,1
236500,4020,737,45-54,1
566500,6900,564,35-44,0
356500,7260,664,65-74,0
536500,5160,628,35-44,0
726500,8280,507,45-54,0
516500,4920,763,>74,0
516500,11700,560,45-54,1
196500,4260,528,>74,0
86500,1800,617,35-44,0
146500,5340,728,25-34,0
176500,8040,748,55-64,1
66500,2460,838,45-54,0
336500,4860,798,>74,0
66500,1680,635,55-64,1
346500,5100,739,45-54,0
376500,6660,711,25-34,0
596500,11280,587,35-44,0
246500,3240,682,25-34,1
136500,5520,813,25-34,0
676500,9720,877,35-44,0
156500,3300,503,45-54,0
26500,1380,874,55-64,0
266500,4620,557,65-74,0
176500,4500,662,55-64,1
196500,4500,823,35-44,0
456500,7740,881,35-44,0
356500,7680,701,25-34,0
86500,11220,858,25-34,1
446500,5340,730,25-34,0
326500,8160,806,45-54,0
726500,17280,704,35-44,0
476500,8100,579,35-44,0
486500,14520,503,45-54,0
426500,5880,815,35-44,0
466500,7800,880,35-44,0
156500,1920,647,55-64,1
266500,9180,760,55-64,0
186500,13500,649,45-54,0
186500,2820,665,55-64,0
656500,10680,566,45-54,0
266500,4440,551,25-34,0
456500,5340,663,55-64,0
226500,2640,835,65-74,0
1066500,11280,580,25-34,1
266500,3540,679,35-44,0
346500,9300,801,45-54,1
216500,7500,564,65-74,0
716500,9060,713,25-34,0
646500,9600,619,55-64,0
556500,7680,539,35-44,1
456500,6180,798,35-44,0
396500,13260,792,55-64,0
126500,2340,529,25-34,0
586500,8700,876,35-44,0
256500,9000,561,45-54,1
56500,7680,715,55-64,0
236500,3900,766,35-44,0
266500,3840,815,>74,1
686500,,739,45-54,0
396500,8220,869,55-64,1
76500,8880,877,35-44,0
86500,3720,727,55-64,1
276500,4080,858,25-34,0
396500,8280,520,35-44,0
486500,3720,658,>74,0
346500,,823,65-74,0
646500,9120,641,45-54,0
516500,5760,593,35-44,0
176500,3360,581,45-54,0
1366500,22440,683,45-54,0
386500,11160,766,25-34,0
146500,2460,611,>74,1
226500,4740,655,45-54,1
116500,6480,792,55-64,0
696500,8100,666,35-44,0
266500,5340,761,45-54,0
456500,11040,634,65-74,0
346500,14520,786,35-44,0
296500,20460,562,25-34,1
406500,8100,504,35-44,1
486500,12180,714,35-44,0
216500,,833,25-34,0
376500,5340,571,65-74,0
56500,7380,737,65-74,0
526500,14400,679,35-44,0
196500,2520,506,45-54,0
456500,5340,841,45-54,0
426500,6660,634,45-54,1
786500,8820,878,45-54,1
86500,4740,821,55-64,0
216500,5580,574,55-64,0
436500,8040,606,65-74,0
436500,7500,852,45-54,0
276500,5700,675,45-54,0
296500,5460,554,65-74,0
156500,3240,511,45-54,0
426500,7320,870,55-64,0
536500,,884,25-34,0
436500,6420,843,25-34,0
376500,4860,830,55-64,1
296500,8460,660,55-64,0
206500,7200,807,45-54,0
426500,4800,763,25-34,0
246500,3540,856,35-44,0
256500,4260,538,65-74,0
446500,8460,680,55-64,0
146500,4560,661,65-74,0
326500,6000,550,55-64,1
136500,3600,888,>74,0
366500,8940,702,55-64,1
236500,9240,656,35-44,0
126500,1800,733,55-64,0
156500,,694,45-54,1
316500,7080,690,45-54,0
286500,6240,570,45-54,0
316500,3780,553,65-74,0
136500,2340,768,65-74,1
256500,4200,738,25-34,0
436500,11460,837,55-64,1
436500,7620,697,35-44,0
156500,1620,785,55-64,1
306500,5100,833,45-54,0
336500,6900,841,35-44,0
606500,12000,812,35-44,0
326500,7800,746,65-74,0
216500,8760,521,65-74,0
396500,6180,691,25-34,0
116500,1500,726,65-74,0
696500,14160,605,45-54,0
166500,2220,767,55-64,0
406500,7020,519,65-74,1
506500,,791,55-64,0
446500,9480,708,45-54,0
526500,7680,767,>74,0
596500,13980,686,>74,0
186500,2940,596,65-74,0
276500,2820,804,65-74,1
316500,5340,767,65-74,0
246500,2940,815,25-34,0
556500,,856,35-44,0
206500,4440,720,35-44,0
406500,7140,638,25-34,1
376500,17700,747,45-54,0
556500,16560,557,45-54,0
366500,5160,867,35-44,0
76500,2400,886,65-74,1
136500,,870,45-54,0
676500,12300,544,35-44,0
76500,2280,555,25-34,0
636500,8760,550,25-34,0
286500,7080,510,45-54,1
156500,5220,621,55-64,0
416500,,892,65-74,0
266500,0,823,45-54,1
336500,7260,687,45-54,0
206500,11460,691,65-74,0
186500,4260,849,65-74,1
226500,6360,834,55-64,0
186500,5460,596,55-64,0
356500,6420,638,55-64,0
316500,4920,773,45-54,0
106500,4080,700,>74,0
466500,15060,613,35-44,0
666500,10380,802,25-34,0
126500,3120,625,45-54,0
366500,7320,648,55-64,0
516500,6960,830,45-54,1
186500,4680,794,45-54,0
416500,12780,609,25-34,0
